Unnamed: 0,Job Id,Experience,Qualifications,Salary Range (K),Min Salary (K),Max Salary (K),Country,Work Type,Company Size,Job Posting Date,Predicted Industry,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile,Text,Cluster Name,Broader Category,Average Salary (K),Year-Quarter
698968,2683778985995529.0,1 to 8 Years,BCA,33,59,92,Singapore,Full-Time,22311,2022-11-08,4,Urban Planner,Transportation Planner,The Muse,"Transportation Planners design and manage transportation systems. They optimize traffic flow, plan public transit routes, and enhance overall transportation efficiency.","Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)","['Transportation planning""', 'Traffic engineering""', 'G""', 'I""', 'S proficiency""', 'Public transportation""', 'Project management]""]]]]]']",Specialize in transportation infrastructure and traffic management. Design efficient transportation networks. Address traffic congestion and improve public transit systems.,Aristocrat Leisure,"{""Sector"":""Entertainment/Gaming"",""Industry"":""Gaming/Gambling"",""City"":""Sydney"",""State"":""NSW"",""Zip"":""2000"",""Website"":""https://www.aristocrat.com/"",""Ticker"":""ALL"",""CEO"":""Trevor Croker""}",Urban Planner Specialize in transportation infrastructure and traffic management. Design efficient transportation networks. Address traffic congestion and improve public transit systems. Transportation planning Traffic engineering GIS proficiency Public transportation Project management,Engineering & Architecture,Engineering,75.5,2022Q4
699920,1468275780733814.0,4 to 12 Years,MBA,49,65,114,Singapore,Temporary,39417,2023-03-04,4,Civil Engineer,Water Resources Engineer,Monster,"A Water Resources Engineer manages and develops water-related projects, such as dams, irrigation systems, and flood control measures, to ensure water resource sustainability.","Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave","['Water resources engineering""', 'Hydrology and hydraulics""', 'Environmental impact assessment""', 'Water resource modeling software""', 'Watershed management]""]]]]]']","Focus on water-related projects, such as flood control, water supply, and wastewater treatment. Design and manage water resource systems and infrastructure. Address water quality and conservation issues.",Wacker Chemie AG,"{""Sector"":""Chemicals"",""Industry"":""Chemicals"",""City"":""Munich"",""State"":""Bavaria"",""Zip"":""81675"",""Website"":""https://www.wacker.com/cms/en-us/home/home.html"",""Ticker"":""WCH.DE"",""CEO"":""Christian Hartel""}","Civil Engineer Focus on water-related projects, such as flood control, water supply, and wastewater treatment. Design and manage water resource systems and infrastructure. Address water quality and conservation issues. Water resources engineering Hydrology and hydraulics Environmental impact assessment Water resource modeling software Watershed management",Engineering & Architecture,Engineering,89.5,2023Q1
701100,730770000000000.0,0 to 13 Years,B.Tech,24,57,81,Singapore,Temporary,55003,2023-06-13,4,Landscape Architect,Residential Landscape Designer,SimplyHired,Create aesthetically pleasing and functional landscape designs for residential properties.,"Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts","['Landscape design""', 'Plant selection and care""', 'Hardscape design]""]]]]]']","Specialize in designing residential outdoor spaces, including gardens and yards. Create landscape plans, select plants, and oversee installation. Enhance curb appeal and functionality.",Marico Limited,"{""Sector"":""Consumer Goods"",""Industry"":""Consumer Goods"",""City"":""Mumbai"",""State"":""Maharashtra"",""Zip"":""400 059"",""Website"":""www.marico.com"",""Ticker"":""MARICO"",""CEO"":""Saugata Gupta""}","Landscape Architect Specialize in designing residential outdoor spaces, including gardens and yards. Create landscape plans, select plants, and oversee installation. Enhance curb appeal and functionality. Landscape design Plant selection and care Hardscape design",Engineering & Architecture,Engineering,69.0,2023Q2
701449,787591000000000.0,4 to 8 Years,BA,42,61,103,Singapore,Full-Time,37634,2022-07-12,4,Landscape Architect,Residential Landscape Designer,LinkedIn,Create aesthetically pleasing and functional landscape designs for residential properties.,"Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance","['Landscape design""', 'Plant selection and care""', 'Hardscape design]""]]]]]']","Specialize in designing residential outdoor spaces, including gardens and yards. Create landscape plans, select plants, and oversee installation. Enhance curb appeal and functionality.",International Paper,"{""Sector"":""Manufacturing"",""Industry"":""Packaging, Containers"",""City"":""Memphis"",""State"":""Tennessee"",""Zip"":""38197"",""Website"":""www.internationalpaper.com"",""Ticker"":""IP"",""CEO"":""Mark S. Sutton""}","Landscape Architect Specialize in designing residential outdoor spaces, including gardens and yards. Create landscape plans, select plants, and oversee installation. Enhance curb appeal and functionality. Landscape design Plant selection and care Hardscape design",Engineering & Architecture,Engineering,82.0,2022Q3
701518,2720103915723756.0,4 to 10 Years,PhD,36,57,93,Singapore,Contract,72871,2022-03-17,4,Electrical Designer,Electrical Engineer,Internships.com,"Electrical Engineers design and develop electrical systems and devices. They work on projects such as power generation, electronics, and control systems for various industries.","Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave","['Electrical engineering""', 'Circuit design""', 'Electronics""', 'Auto""', 'C""', 'A""', 'D proficiency""', 'Problem]""]]]]]']",Design electrical systems and components for buildings and infrastructure projects. Ensure compliance with electrical codes and safety standards. Collaborate with architects and contractors.,Chewy,"{""Sector"":""E-commerce"",""Industry"":""Internet Services and Retailing"",""City"":""Plantation"",""State"":""Florida"",""Zip"":""33322"",""Website"":""www.chewy.com"",""Ticker"":""CHWY"",""CEO"":""Sumit Singh""}","Electrical Designer Design electrical systems and components for buildings and infrastructure projects. Ensure compliance with electrical codes and safety standards. Collaborate with architects and contractors. Electrical engineering Circuit design Electronics AutoCAD proficiency Problem, solving",Engineering & Architecture,Engineering,75.0,2022Q1
703229,3006064812648871.0,2 to 11 Years,M.Tech,33,60,93,Singapore,Contract,80895,2022-01-18,4,Mechanical Engineer,Manufacturing Engineer,USAJOBS,"Manufacturing Engineers optimize manufacturing processes, improve production efficiency, and ensure product quality in manufacturing environments.","Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development","['Manufacturing processes knowledge""', 'C""', 'A""', 'D""', 'C""', 'A""', 'M software proficiency""', 'Lean manufacturing principles""', 'Quality control and assurance""', 'Six""', 'Sigma certification]""]]]]]']",Improve manufacturing processes and production efficiency. Collaborate with production teams to implement lean manufacturing principles. Optimize manufacturing workflows and quality control.,Travis Perkins,"{""Sector"":""Construction and Engineering"",""Industry"":""Distribution/Wholesale"",""City"":""Northampton"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.travisperkinsplc.co.uk"",""Ticker"":""TPK.L"",""CEO"":""Nick Roberts""}","Mechanical Engineer Improve manufacturing processes and production efficiency. Collaborate with production teams to implement lean manufacturing principles. Optimize manufacturing workflows and quality control. Manufacturing processes knowledge CAD, CAM software proficiency Lean manufacturing principles Quality control and assurance Six Sigma certification",Engineering & Architecture,Engineering,76.5,2022Q1
703298,2966209018497082.0,5 to 14 Years,BA,40,59,99,Singapore,Temporary,58489,2022-06-07,4,Mechanical Engineer,HVAC Engineer,FlexJobs,"HVAC Engineers specialize in heating, ventilation, and air conditioning systems, designing efficient HVAC solutions for buildings and facilities.","Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts","['Knowledge of""', 'H""', 'V""', 'A""', 'C systems and equipment""', 'Mechanical engineering skills""', 'Problem""', 'Auto""', 'C""', 'A""', 'D proficiency""', 'H""', 'V""', 'A""', 'C design and installation expertise]""]]]]]']","Specialize in heating, ventilation, and air conditioning (HVAC) systems design. Calculate HVAC load requirements and design energy-efficient systems. Ensure compliance with HVAC standards.",Omnicom Group,"{""Sector"":""Advertising & Marketing"",""Industry"":""Advertising, Marketing"",""City"":""New York"",""State"":""New York"",""Zip"":""10017"",""Website"":""www.omnicomgroup.com"",""Ticker"":""OMC"",""CEO"":""John D. Wren""}","Mechanical Engineer Specialize in heating, ventilation, and air conditioning (HVAC) systems design. Calculate HVAC load requirements and design energy-efficient systems. Ensure compliance with HVAC standards. Knowledge of HVAC systems and equipment Mechanical engineering skills Problem, solving abilities AutoCAD proficiency HVAC design and installation expertise",Engineering & Architecture,Engineering,79.0,2022Q2
705347,2100387289901348.8,2 to 12 Years,M.Com,44,63,107,Singapore,Part-Time,50682,2023-01-29,4,Structural Engineer,Construction Engineer,Stack Overflow Jobs,"A Construction Engineer manages construction projects, oversees project planning, budgets, and construction activities, and ensures projects are completed on time and within budget.","Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)","['Construction management""', 'Structural design""', 'Auto""', 'C""', 'A""', 'D proficiency""', 'Project management""', 'Site inspection]""]]]]]']","Oversee construction projects, including structural aspects, budgeting, and scheduling. Collaborate with architects and contractors. Ensure compliance with building codes and safety standards.",Jones Financial (Edward Jones),"{""Sector"":""Financial Services"",""Industry"":""Securities"",""City"":""Des Peres"",""State"":""Montana"",""Zip"":""63131"",""Website"":""www.edwardjones.com"",""Ticker"":"""",""CEO"":""Penny Pennington""}","Structural Engineer Oversee construction projects, including structural aspects, budgeting, and scheduling. Collaborate with architects and contractors. Ensure compliance with building codes and safety standards. Construction management Structural design AutoCAD proficiency Project management Site inspection",Engineering & Architecture,Engineering,85.0,2023Q1
706045,2613173883317535.0,5 to 14 Years,PhD,58,65,123,Singapore,Full-Time,81104,2023-06-27,4,QA Engineer,QA Manager,FlexJobs,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards.","Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs","['Quality assurance""', 'Process improvement""', 'Team leadership""', 'Problem""', 'Quality control]""]]]]]']","Lead and manage the QA team, including test planning, resource allocation, and test strategy development. Define quality standards and metrics. Oversee QA processes and continuous improvement efforts.",Principal Financial,"{""Sector"":""Financial Services"",""Industry"":""Insurance: Life, Health (Stock)"",""City"":""Des Moines"",""State"":""Iowa"",""Zip"":""50392"",""Website"":""www.principal.com"",""Ticker"":""PFG"",""CEO"":""""}","QA Engineer Lead and manage the QA team, including test planning, resource allocation, and test strategy development. Define quality standards and metrics. Oversee QA processes and continuous improvement efforts. Quality assurance Process improvement Team leadership Problem, solving Quality control",Engineering & Architecture,Engineering,94.0,2023Q2
709975,2820979654129412.0,5 to 11 Years,BCA,17,64,81,Singapore,Intern,36813,2023-08-31,4,Civil Engineer,Water Resources Engineer,Internships.com,"A Water Resources Engineer manages and develops water-related projects, such as dams, irrigation systems, and flood control measures, to ensure water resource sustainability.","Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance","['Water resources engineering""', 'Hydrology and hydraulics""', 'Environmental impact assessment""', 'Water resource modeling software""', 'Watershed management]""]]]]]']","Focus on water-related projects, such as flood control, water supply, and wastewater treatment. Design and manage water resource systems and infrastructure. Address water quality and conservation issues.",Foot Locker,"{""Sector"":""Retail"",""Industry"":""Specialty Retailers: Apparel"",""City"":""New York"",""State"":""New York"",""Zip"":""10001"",""Website"":""www.footlocker.com/corp"",""Ticker"":""FL"",""CEO"":""Mary N. Dillon""}","Civil Engineer Focus on water-related projects, such as flood control, water supply, and wastewater treatment. Design and manage water resource systems and infrastructure. Address water quality and conservation issues. Water resources engineering Hydrology and hydraulics Environmental impact assessment Water resource modeling software Watershed management",Engineering & Architecture,Engineering,72.5,2023Q3
710205,935898000000000.0,3 to 14 Years,BBA,26,60,86,Singapore,Part-Time,103474,2023-08-15,29,Business Development Manager,Market Expansion Manager,Idealist,"A Market Expansion Manager strategizes and executes plans to expand the companys presence in new markets, identifying growth opportunities and optimizing market penetration.","Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance","['Market expansion strategies""', 'Market research""', 'Sales planning and execution]""]]]]]']",Develop and execute plans to expand market presence and reach new customers. Conduct market research and competitor analysis. Evaluate market trends and opportunities.,US Foods Holding,"{""Sector"":""Food and Beverage"",""Industry"":""Wholesalers: Food and Grocery"",""City"":""Rosemont"",""State"":""Illinois"",""Zip"":""60018"",""Website"":""www.usfoods.com"",""Ticker"":""USFD"",""CEO"":""David Flitman""}",Business Development Manager Develop and execute plans to expand market presence and reach new customers. Conduct market research and competitor analysis. Evaluate market trends and opportunities. Market expansion strategies Market research Sales planning and execution,Construction & Civil Engineering,Engineering,73.0,2023Q3
710240,2547427924511057.0,2 to 12 Years,PhD,26,58,84,Singapore,Temporary,128055,2022-12-01,4,Mechanical Designer,CAD Technician,SimplyHired,Create and modify technical drawings using computer-aided design (CAD) software for various engineering projects.,"Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development","['Computer""', 'C""', 'A""', 'D""', 'Technical drawing""', 'Blueprint interpretation""', 'Drafting standards""', 'Engineering principles""', 'Collaboration with engineers""', 'Problem""', 'Attention to detail""', 'Communication skills 3""', 'D modeling]""]]]]]']",Use computer-aided design (CAD) software to create and revise technical drawings. Ensure drawings comply with industry standards. Support design projects with technical expertise.,SAP SE,"{""Sector"":""Technology and Software"",""Industry"":""Information Technology"",""City"":""Walldorf"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.sap.com"",""Ticker"":""SAP"",""CEO"":""Christian Klein""}","Mechanical Designer Use computer-aided design (CAD) software to create and revise technical drawings. Ensure drawings comply with industry standards. Support design projects with technical expertise. Computer, aided design , CAD,  software Technical drawing Blueprint interpretation Drafting standards Engineering principles Collaboration with engineers Problem, solving Attention to detail Communication skills 3D modeling , if applicable",Engineering & Architecture,Engineering,71.0,2022Q4
712581,421807000000000.0,3 to 10 Years,M.Tech,45,60,105,Singapore,Part-Time,18526,2022-02-05,4,Landscape Architect,Urban Planner,SimplyHired,"Develop and implement urban planning strategies, manage land use, and ensure sustainable city development.","Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance","['Urban design and planning""', 'Zoning regulations""', 'G""', 'I""', 'S and mapping tools]""]]]]]']","Plan and design urban spaces, parks, and recreational areas. Consider sustainability and community needs in design. Collaborate with city planners and architects.","Dunkin'Brands Group, Inc.",,"Landscape Architect Plan and design urban spaces, parks, and recreational areas. Consider sustainability and community needs in design. Collaborate with city planners and architects. Urban design and planning Zoning regulations GIS and mapping tools",Engineering & Architecture,Engineering,82.5,2022Q1
714708,1058060144859092.0,4 to 9 Years,M.Tech,61,65,126,Singapore,Full-Time,27624,2023-08-08,4,Chemical Engineer,Quality Control Engineer,Dice,"Monitor and maintain product quality standards, perform inspections, and implement quality control procedures.","Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave","['Quality control processes""', 'Quality assurance standards""', 'I""', 'S""', 'O""', 'Statistical analysis""', 'Inspection techniques""', 'Documenting quality issues""', 'Root cause analysis""', 'Communication with production teams""', 'Problem""', 'Attention to detail""', 'Technical knowledge]""]]]]]']",Focus on product quality assurance and testing. Develop quality control procedures and standards. Investigate and resolve quality issues.,Altria Group,"{""Sector"":""Tobacco"",""Industry"":""Tobacco"",""City"":""Richmond"",""State"":""Virginia"",""Zip"":""23230"",""Website"":""www.altria.com"",""Ticker"":""MO"",""CEO"":""Billy Gifford""}","Chemical Engineer Focus on product quality assurance and testing. Develop quality control procedures and standards. Investigate and resolve quality issues. Quality control processes Quality assurance standards , e, g,  ISO,  Statistical analysis Inspection techniques Documenting quality issues Root cause analysis Communication with production teams Problem, solving Attention to detail Technical knowledge",Engineering & Architecture,Engineering,95.5,2023Q3
716380,152931000000000.0,0 to 13 Years,M.Tech,40,55,95,Singapore,Full-Time,130410,2022-09-07,4,Architectural Designer,Interior Designer,Stack Overflow Jobs,"Interior Designers plan and design interior spaces to meet the functional and aesthetic needs of clients. They select furniture, colors, materials, and layouts to create visually appealing and functional interiors for homes and businesses.","Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)","['Interior design""', 'Space planning""', 'Color theory""', 'Material selection""', 'C""', 'A""', 'D software""', 'Sketch""', 'Up""', 'Client collaboration""', 'Budget management]""]]]]]']","Focus on interior spaces, selecting finishes, furnishings, and color schemes. Create interior design concepts and mood boards. Collaborate with architects and contractors on design integration.",Mastercard,"{""Sector"":""Financial Services"",""Industry"":""Financial Data Services"",""City"":""Purchase"",""State"":""New York"",""Zip"":""10577"",""Website"":""www.mastercard.com"",""Ticker"":""MA"",""CEO"":""Michael Miebach""}","Architectural Designer Focus on interior spaces, selecting finishes, furnishings, and color schemes. Create interior design concepts and mood boards. Collaborate with architects and contractors on design integration. Interior design Space planning Color theory Material selection CAD software , e, g,  SketchUp,  Client collaboration Budget management",Engineering & Architecture,Engineering,75.0,2022Q3
718908,1870354482113464.8,4 to 8 Years,B.Com,70,58,128,Singapore,Part-Time,57182,2023-02-14,4,Mechanical Engineer,Mechanical Design Engineer,Monster,"Mechanical Design Engineers create and develop mechanical systems and components, from concept to manufacturing, ensuring functionality and safety.","Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave","['Mechanical engineering""', 'C""', 'A""', 'D software""', 'Solid""', 'Works""', 'Auto""', 'C""', 'A""', 'D""', 'Finite element analysis""', 'Product development""', 'Prototyping]""]]]]]']","Design mechanical systems, components, and products. Create 3D models and detailed engineering drawings. Perform structural and thermal analyses.",FedEx,"{""Sector"":""Logistics"",""Industry"":""Mail, Package and Freight Delivery"",""City"":""Memphis"",""State"":""Tennessee"",""Zip"":""38120"",""Website"":""www.fedex.com"",""Ticker"":""FDX"",""CEO"":""Raj Subramaniam""}","Mechanical Engineer Design mechanical systems, components, and products. Create 3D models and detailed engineering drawings. Perform structural and thermal analyses. Mechanical engineering CAD software , e, g,  SolidWorks,  AutoCAD,  Finite element analysis Product development Prototyping",Engineering & Architecture,Engineering,93.0,2023Q1
719738,2426475606389174.0,3 to 12 Years,BBA,25,55,80,Singapore,Intern,44153,2022-04-04,4,Electrical Designer,Lighting Designer,Monster,"Lighting Designers create lighting plans for architectural and artistic purposes. They enhance spaces with lighting effects, aesthetics, and energy-efficient lighting solutions.","Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance","['Lighting design""', 'Architectural lighting""', 'Lighting software proficiency""', 'Creative lighting concepts""', 'Technical knowledge]""]]]]]']","Specialize in lighting design, creating lighting plans for interiors and exteriors. Select lighting fixtures and systems. Enhance visual appeal and energy efficiency through lighting design.",Stockland Corporation,"{""Sector"":""Real Estate/Property Development"",""Industry"":""Real Estate"",""City"":""Sydney"",""State"":""NSW"",""Zip"":""2000"",""Website"":""https://www.stockland.com.au/"",""Ticker"":""SGP"",""CEO"":""Tarun Gupta""}","Electrical Designer Specialize in lighting design, creating lighting plans for interiors and exteriors. Select lighting fixtures and systems. Enhance visual appeal and energy efficiency through lighting design. Lighting design Architectural lighting Lighting software proficiency Creative lighting concepts Technical knowledge",Engineering & Architecture,Engineering,67.5,2022Q2
719859,1419521943445282.0,4 to 13 Years,BBA,65,56,121,Singapore,Contract,24197,2022-11-06,4,Urban Planner,City Planner,CareerBuilder,"City Planners develop and implement urban planning strategies. They work to improve communities, manage resources, and address issues related to land use and infrastructure.","Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance","['Urban planning""', 'Zoning regulations""', 'Environmental planning""', 'G""', 'I""', 'S proficiency""', 'Community engagement]""]]]]]']","Plan and develop land use strategies for urban areas. Collaborate with government agencies and stakeholders. Address zoning, infrastructure, and transportation needs.",Eaton Corporation plc,"{""Sector"":""Electrical/Industrial"",""Industry"":""Manufacturing - Electrical Equipment"",""City"":""Dublin, Ireland"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.eaton.com/"",""Ticker"":""ETN"",""CEO"":""Craig Arnold""}","Urban Planner Plan and develop land use strategies for urban areas. Collaborate with government agencies and stakeholders. Address zoning, infrastructure, and transportation needs. Urban planning Zoning regulations Environmental planning GIS proficiency Community engagement",Engineering & Architecture,Engineering,88.5,2022Q4
726583,2979832558396816.0,3 to 10 Years,M.Com,23,58,81,Singapore,Part-Time,122638,2022-09-11,4,Structural Engineer,Bridge Engineer,USAJOBS,"A Bridge Engineer specializes in designing and maintaining bridges, ensuring their structural integrity, safety, and compliance with engineering standards and regulations.","Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts","['Bridge design""', 'Civil engineering""', 'Structural analysis""', 'Auto""', 'C""', 'A""', 'D proficiency""', 'Project management]""]]]]]']",Specialize in the design and maintenance of bridges and transportation structures. Conduct structural inspections and assessments. Develop repair and maintenance plans.,Shree Cement,"{""Sector"":""Cement & Aggregates"",""Industry"":""Cement and Building Materials"",""City"":""Kolkata"",""State"":""West Bengal"",""Zip"":""700016"",""Website"":""https://www.shreecement.com/"",""Ticker"":""SHREECEM"",""CEO"":""Hari Mohan Bangur""}",Structural Engineer Specialize in the design and maintenance of bridges and transportation structures. Conduct structural inspections and assessments. Develop repair and maintenance plans. Bridge design Civil engineering Structural analysis AutoCAD proficiency Project management,Engineering & Architecture,Engineering,69.5,2022Q3
727757,198175000000000.0,4 to 10 Years,BA,63,56,119,Singapore,Temporary,34978,2021-10-25,4,Environmental Consultant,Environmental Impact Analyst,SimplyHired,"Environmental Impact Analysts assess the environmental consequences of projects or activities. They conduct studies, analyze data, and provide recommendations to minimize adverse environmental effects and promote sustainable practices.","Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance","['Environmental impact analysis""', 'Data collection and analysis""', 'Environmental regulations""', 'Reporting""', 'G""', 'I""', 'S""', 'Geographic""', 'Information""', 'Systems""', 'Technical writing]""]]]]]']",Assess the environmental impact of projects and developments. Conduct environmental impact assessments (EIAs) and provide mitigation recommendations. Collaborate with project teams and regulators.,Mahindra & Mahindra Financial Services,"{""Sector"":""Financial Services"",""Industry"":""Financial Services"",""City"":""Mumbai"",""State"":""MH"",""Zip"":""400 018"",""Website"":""www.mahindrafinance.com"",""Ticker"":""M&MFIN"",""CEO"":""Ramesh Iyer""}","Environmental Consultant Assess the environmental impact of projects and developments. Conduct environmental impact assessments (EIAs) and provide mitigation recommendations. Collaborate with project teams and regulators. Environmental impact analysis Data collection and analysis Environmental regulations Reporting GIS , Geographic Information Systems,  Technical writing",Engineering & Architecture,Engineering,87.5,2021Q4
727799,2789736524146786.0,2 to 13 Years,M.Tech,64,64,128,Singapore,Part-Time,77267,2022-04-24,4,Mechanical Engineer,Mechanical Design Engineer,Glassdoor,"Mechanical Design Engineers create and develop mechanical systems and components, from concept to manufacturing, ensuring functionality and safety.","Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance","['Mechanical engineering""', 'C""', 'A""', 'D software""', 'Solid""', 'Works""', 'Auto""', 'C""', 'A""', 'D""', 'Finite element analysis""', 'Product development""', 'Prototyping]""]]]]]']","Design mechanical systems, components, and products. Create 3D models and detailed engineering drawings. Perform structural and thermal analyses.",Deutsche Bank AG,"{""Sector"":""Financial Services"",""Industry"":""Banking & Financial Services"",""City"":""Frankfurt"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.db.com"",""Ticker"":""DBK"",""CEO"":""Christian Sewing""}","Mechanical Engineer Design mechanical systems, components, and products. Create 3D models and detailed engineering drawings. Perform structural and thermal analyses. Mechanical engineering CAD software , e, g,  SolidWorks,  AutoCAD,  Finite element analysis Product development Prototyping",Engineering & Architecture,Engineering,96.0,2022Q2
728902,86553700000000.0,3 to 12 Years,M.Com,34,62,96,Singapore,Part-Time,58885,2023-06-30,4,Architect,Project Architect,Snagajob,"Project Architects lead architectural projects, from concept to completion, coordinating design teams, managing budgets, and ensuring compliance with regulations.","Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities","['Architectural project management""', 'Construction documents""', 'Building systems""', 'Design coordination""', 'Client communication]""]]]]]']","Lead architectural projects, from concept design to construction supervision. Collaborate with clients, engineers, and contractors. Develop project timelines and budgets.",Bharat Electronics Limited,"{""Sector"":""Electronics"",""Industry"":""Electronics"",""City"":""Bengaluru"",""State"":""KA"",""Zip"":""560 013"",""Website"":""www.bel-india.in"",""Ticker"":""BEL"",""CEO"":""Anandi Ramalingam""}","Architect Lead architectural projects, from concept design to construction supervision. Collaborate with clients, engineers, and contractors. Develop project timelines and budgets. Architectural project management Construction documents Building systems Design coordination Client communication",Engineering & Architecture,Engineering,79.0,2023Q2
729211,2621944497987118.0,4 to 12 Years,PhD,38,57,95,Singapore,Contract,20319,2021-10-23,29,Chemical Engineer,Research and Development (R&D) Engineer,Snagajob,"Conduct research, design experiments, and develop innovative products or technologies in various industries.","Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance","['Research and development processes""', 'Product innovation""', 'Prototype development""', 'Testing and experimentation""', 'Data analysis""', 'Collaboration with cross""', 'Problem""', 'Attention to detail""', 'Technical expertise""', 'Project management skills]""]]]]]']",Work on research and development of new products or materials. Collaborate with cross-functional teams on innovation projects. Conduct experiments and tests.,Legal & General Group,"{""Sector"":""Financial Services"",""Industry"":""Insurance"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.legalandgeneralgroup.com"",""Ticker"":""LGEN"",""CEO"":""Nigel Wilson""}","Chemical Engineer Work on research and development of new products or materials. Collaborate with cross-functional teams on innovation projects. Conduct experiments and tests. Research and development processes Product innovation Prototype development Testing and experimentation Data analysis Collaboration with cross, functional teams Problem, solving Attention to detail Technical expertise Project management skills",Construction & Civil Engineering,Engineering,76.0,2021Q4
730329,2812149142245102.0,2 to 11 Years,B.Com,26,57,83,Singapore,Contract,68829,2021-06-12,4,Technical Writer,Instructional Designer,Idealist,Instructional Designers develop educational materials and curricula. They design engaging and effective learning experiences for students or employees.,"Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans","['Instructional design e""', 'Learning tools""', 'Curriculum development""', 'Multimedia design""', 'Learning theory knowledge]""]]]]]']",Design and develop instructional materials and e-learning courses. Create interactive and engaging learning experiences. Align instructional content with learning objectives.,Warner Bros. Discovery,"{""Sector"":""Entertainment"",""Industry"":""Entertainment"",""City"":""New York"",""State"":""New York"",""Zip"":""10003"",""Website"":""www.wbd.com"",""Ticker"":""WBD"",""CEO"":""David M. Zaslav""}",Technical Writer Design and develop instructional materials and e-learning courses. Create interactive and engaging learning experiences. Align instructional content with learning objectives. Instructional design eLearning tools Curriculum development Multimedia design Learning theory knowledge,Engineering & Architecture,Engineering,70.0,2021Q2
731001,2530598946170902.0,1 to 13 Years,B.Com,30,58,88,Singapore,Contract,113372,2022-12-23,22,IT Administrator,System Administrator,FlexJobs,"System Administrators manage and maintain computer systems and networks. They handle software installations, security measures, and troubleshooting to ensure system reliability.","Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts","['System administration""', 'Network administration""', 'Troubleshooting""', 'Security management""', 'Server maintenance""', 'Backup and recovery]""]]]]]']",Manage and maintain computer systems and servers. Install and configure software and hardware. Monitor system performance and security.,China Mobile,"{""Sector"":""Telecommunications"",""Industry"":""Telecommunications"",""City"":""Beijing"",""State"":""Beijing"",""Zip"":""100033"",""Website"":""https://www.hk.chinamobile.com/en/"",""Ticker"":""600029.SS"",""CEO"":""Li Huiliang""}",IT Administrator Manage and maintain computer systems and servers. Install and configure software and hardware. Monitor system performance and security. System administration Network administration Troubleshooting Security management Server maintenance Backup and recovery,Manufacturing & Production,Engineering,73.0,2022Q4
